STATION,DATE,AWND,RHAV,TAVG,CYCLEDAY,LAW,INVENTORY
USW00013722,2019-01,2.7,66,5.62,4.00937655179214,333.189730616335,29.3665685903247
USW00013722,2019-02,2.6,68,8.68,3.94904581759852,246.254024082747,76.062222923945
USW00013722,2019-03,2.9,60,9.55,6.7308596774994,322.62132626323,77.6071020479945
USW00013722,2019-04,3.3,69,16.54,6.41752451314873,211.662355624718,62.682497600659
USW00013722,2019-05,2.9,68,23.04,0.803700970449105,102.434828585308,57.8898001899121
USW00013722,2019-06,2.9,70,24.41,13.4428496377208,251.95503663804,53.3709063539787
USW00013722,2019-07,2.5,69,27.51,7.33097122856214,177.069400764338,69.7985973242147
USW00013722,2019-08,2.2,76,25.75,5.7924146457709,282.708805098171,113.458549302167
USW00013722,2019-09,2.5,71,24.91,3.74092238680989,256.52276519888,88.2692078595261
USW00013722,2019-10,2.3,74,18.77,2.11412095456787,87.1010320618429,86.4066082970338
USW00013722,2019-11,2.3,69,8.94,3.33629171401366,90.0208478943116,51.5512410049999
USW00013722,2019-12,2.4,71,8.68,6.56780704996774,363.49654209942,61.23587082138
USW00013722,2020-01,2.7,68,8.31,5.03511946039558,198.738870475162,48.5248749559775
USW00013722,2020-02,3.3,69,9.02,6.69392591480605,279.299815759905,85.3965495994111
USW00013722,2020-03,3.5,66,14.42,5.28866285522641,329.093025553253,99.4931171701114
USW00013722,2020-04,3.3,62,15.23,3.62581558518487,182.482148860283,44.6990743531653
USW00013722,2020-05,3.2,71,18.5,4.66467705244612,419.257097612979,55.2333197218709
USW00013722,2020-06,3.1,73,24.45,9.71072949713066,199.525614169371,53.0505782372792
USW00013722,2020-07,2.6,73,27.93,3.20243054954143,218.985084075641,60.9947397296797
USW00013722,2020-08,2.5,80,26.57,5.71469473152525,235.550320632197,100.785048273543
USW00013722,2020-09,2.5,80,21.4,7.27999364823031,291.462654869365,64.4098393708266
USW00013722,2020-10,2,81,18.01,2.04258477394972,297.637925038897,70.652129044921
USW00013722,2020-11,1.9,75,13.24,0.136590036522663,147.626824889714,63.7402224402677
USW00013722,2020-12,2.3,73,6.36,2.28811507249082,192.824121101629,89.9997743752444
USW00013722,2021-01,1.9,74,5,0.809128616313085,96.9925197644892,90.4156835992952
USW00013722,2021-02,2.9,73,5.79,3.53889389347615,145.666112569754,35.9164682914806
USW00013722,2021-03,2.9,62,12.6,5.47346088766626,285.465781841896,83.9523070942077
USW00013722,2021-04,2.8,57,15.7,3.92188122688492,234.101633403304,54.9999307481081
USW00013722,2021-05,2.5,66,19.3,-1.46877647233062,167.677925110362,59.8591104713067
USW00013722,2021-06,2.8,76,24.47,7.2116087595285,151.136597569583,77.7853911094867
USW00013722,2021-07,2.9,78,26.21,9.41934610382924,226.02974112033,80.3734008558733
USW00013722,2021-08,2.2,78,27.09,9.01278604636877,264.384863981448,70.2391263480471
USW00013722,2021-09,2.3,75,22.75,0.571536799657292,248.10232528768,77.9500229758805
USW00013722,2021-10,2.4,79,18.97,5.80328247959508,234.004235638065,48.9304232529575
USW00013722,2021-11,2.2,64,9.38,4.5266496964631,294.187246958468,68.4841957057942
USW00013722,2021-12,2.6,73,11.44,5.80641237226595,346.884037606923,68.9617442868576
USW00013722,2022-01,2.8,62,4.35,3.45399797377716,270.115432279409,67.2759358890168
USW00013722,2022-02,3,66,8.81,8.0351788834842,306.818302128871,69.9114565833719
USW00013722,2022-03,3.5,59,13.56,4.29525255345005,252.495677596777,48.1772051627628
USW00013722,2022-04,3.2,58,16.67,7.1498581875284,182.604742317965,71.2138867927292
USW00013722,2022-05,3.2,72,21.92,6.59324025407829,335.8714737632,97.2356609532151
USW00013722,2022-06,2.4,64,25.81,7.35351147251284,190.663104737816,48.2459336923556
USW00013722,2022-07,2.9,77,28.21,9.53658785349935,364.986043997608,30.6512179779605
USW00013722,2022-08,2.2,73,26.6,3.50417143974662,212.036788304669,85.8842707657914
USW00013722,2022-09,2.5,67,23.22,11.9518856255981,256.36550523443,60.1295299462782
USW00013722,2022-10,2,70,15.71,7.76271233329924,268.558965159646,75.2446583749806
USW00013722,2022-11,2.4,66,13.37,2.78383182949308,286.42730053525,89.9199714205486
USW00013722,2022-12,2,68,6.26,8.17488243641893,347.271794199959,83.4435564895327
